"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Target genes (miRTarBase)","ACTR2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-380-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ADAR","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","AKAP11","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","AKR7A2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-135a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ANKRD33B","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-146b-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ANKRD52","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ARHGAP1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ATL3","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-194-3p"
"Target genes (miRTarBase)","ATP6V0E1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ATXN7L3B","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","BNIP2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-885-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","BTG2","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p; hsa-miR-590-5p"
"Target genes (miRTarBase)","CAPN15","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CCDC47","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CCSER2","enriched","0.0048728","0.0466619","0.0466619","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CEP170","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-885-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CEP97","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CLEC12B","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CNOT4","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CPS1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-146b-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","CSDE1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-409-3p"
"Target genes (miRTarBase)","DNAJC28","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Target genes (miRTarBase)","DYNC1LI2","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","EIF4H","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Target genes (miRTarBase)","EIF5A2","enriched","0.0048728","0.0466619","0.0466619","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ENPP5","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","EPS15L1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","EREG","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-135a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","F3","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","FAM129A","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","FCHO2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-409-3p"
"Target genes (miRTarBase)","FRS2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-590-5p"
"Target genes (miRTarBase)","GID4","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p; hsa-miR-590-5p"
"Target genes (miRTarBase)","HMGB2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","HSPA8","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","KATNAL1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-892a"
"Target genes (miRTarBase)","KDM6B","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","KIAA1147","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Target genes (miRTarBase)","KLF6","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","LAMTOR1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","LEPROT","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","MLLT1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","MSMO1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","MTMR3","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","NACC2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","NFAT5","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","NRIP3","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-1228-5p"
"Target genes (miRTarBase)","PCMTD1","enriched","0.0048728","0.0466619","0.0466619","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PCNX2","enriched","0.0053037","0.0466619","0.0466619","9","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-302c-3p; hsa-miR-548d-3p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PDGFB","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-146b-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PIWIL2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Target genes (miRTarBase)","PKMYT1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PKNOX1","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PLRG1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-380-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PMAIP1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-934; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PPP1R15B","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-194-3p"
"Target genes (miRTarBase)","PRKAR1A","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-24-2-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PRKCB","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PTPN4","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","PVR","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RAB10","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RRAGD","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","RRM2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SKIL","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC30A1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SLC30A7","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-558; hsa-miR-106b-5p"
"Target genes (miRTarBase)","SREK1IP1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-194-3p"
"Target genes (miRTarBase)","SSH2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","STAT3","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TFAM","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM196","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TMEM64","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TPM4","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-24-2-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","TPRG1L","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-93-3p"
"Target genes (miRTarBase)","TRAPPC2","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","U2SURP","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","UBC","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","UGCG","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","USP28","enriched","0.0048728","0.0466619","0.0466619","6","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","USP32","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-130b-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","USP48","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-892a"
"Target genes (miRTarBase)","VPS50","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-548d-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","WASL","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-148a-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZBTB4","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZFYVE21","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZMYM1","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF107","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-106b-5p; hsa-miR-1225-5p"
"Target genes (miRTarBase)","ZNF202","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-484; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF35","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-658; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF354B","enriched","0.0048416","0.0466619","0.0466619","8","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-106a-5p; hsa-miR-93-5p; hsa-miR-363-3p; hsa-miR-146b-3p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ZNF770","enriched","0.0056027","0.0466619","0.0466619","7","hsa-miR-20b-5p; hsa-miR-17-5p; hsa-miR-20a-5p; hsa-miR-222-3p; hsa-miR-93-5p; hsa-miR-18a-5p; hsa-miR-106b-5p"
"Target genes (miRTarBase)","ORC4","depleted","0.0056818","0.0472347","0.0472347","2","hsa-miR-1225-5p; hsa-miR-590-5p"
